0.0000	-9.477590	-1.095799	-2.991746	-0.012719	0.023075	0.004210	0.748580	0.711201	0.665968
0.0100	-9.472873	-1.132012	-3.020469	0.005915	-0.002156	0.011450	0.744675	0.712266	0.665737
0.0200	-9.472316	-1.153887	-3.034637	0.008094	0.023006	0.001151	0.749147	0.709900	0.665071
0.0300	-9.487002	-1.177674	-2.999158	-0.001909	0.016760	-0.024979	0.744502	0.711403	0.665106
0.0400	-9.457810	-1.132169	-3.005363	0.013333	0.029281	-0.002972	0.747675	0.710325	0.665911
0.0500	-9.487923	-1.141135	-2.978085	0.014261	0.025080	0.005352	0.744504	0.711992	0.665108
0.0600	-9.432115	-1.102384	-2.987969	-0.006639	0.032487	0.013660	0.746831	0.711309	0.667562
0.0700	-9.446995	-1.109560	-3.006528	0.012276	0.039770	-0.002925	0.744806	0.712284	0.665127
0.0800	-9.444267	-1.064998	-3.001080	0.020089	0.018756	0.034536	0.745843	0.712143	0.664725
0.0900	-9.452012	-1.062653	-2.963103	0.030619	0.019773	0.024150	0.745244	0.712884	0.664691
0.1000	-9.451263	-1.087037	-3.015182	0.003832	0.033503	0.007443	0.746172	0.710485	0.665821
0.1100	-9.450782	-1.109764	-3.002687	0.015937	0.034499	0.032513	0.744638	0.712894	0.664501
0.1200	-9.449936	-1.151855	-2.966447	0.014154	0.027174	0.012661	0.747044	0.711691	0.664796
0.1300	-9.431270	-1.139775	-2.982379	0.021770	0.022965	-0.011315	0.744828	0.712853	0.665748
0.1400	-9.435217	-1.132403	-2.982703	0.018166	0.039739	0.021076	0.746608	0.709018	0.665534
0.1500	-9.419641	-1.145521	-3.027828	0.001722	0.035606	0.009532	0.744179	0.713497	0.664166
0.1600	-9.449764	-1.164009	-2.935441	-0.004512	0.037724	0.009521	0.746612	0.711527	0.665387
0.1700	-9.468860	-1.152755	-2.951050	0.016034	0.013530	0.028242	0.743419	0.711000	0.664113
0.1800	-9.461565	-1.132008	-3.012949	-0.033713	0.025236	0.019790	0.748001	0.712070	0.666554
0.1900	-9.435839	-1.097158	-3.037632	0.014270	0.004108	0.007337	0.744063	0.711986	0.665390
0.2000	-9.439914	-1.091247	-2.992248	-0.006573	0.012566	0.011479	0.748252	0.711970	0.665024
0.2100	-9.420434	-1.107521	-3.052463	-0.002029	0.041923	-0.019645	0.744750	0.713227	0.663273
0.2200	-9.449808	-1.155095	-2.981505	-0.004648	0.047158	0.017907	0.747043	0.710065	0.664945
0.2300	-9.472700	-1.148867	-2.958813	0.001709	0.010439	0.013582	0.743719	0.710997	0.664131
0.2400	-9.503082	-1.132673	-3.020211	-0.011507	0.016785	-0.007286	0.747993	0.709714	0.666546
0.2500	-9.500687	-1.073081	-3.019283	0.008038	0.020907	0.005312	0.744190	0.713782	0.664476
0.2600	-9.518999	-1.109348	-2.945148	-0.008557	0.010478	0.005206	0.746170	0.712557	0.665518
0.2700	-9.466710	-1.081861	-2.954465	-0.008206	0.012585	-0.019807	0.743437	0.713494	0.664430
0.2800	-9.413481	-1.085968	-3.023124	0.012073	0.037667	0.011662	0.746751	0.709616	0.665235
0.2900	-9.383644	-1.080166	-2.951368	0.013319	0.029281	-0.001929	0.746412	0.712909	0.663680
0.3000	-9.428841	-1.089219	-2.931579	0.005617	0.031390	0.028293	0.747671	0.712103	0.665607
0.3100	-9.435978	-1.089339	-3.049415	0.004195	0.029319	-0.017600	0.744659	0.713316	0.665121
0.3200	-9.481837	-1.073034	-3.008018	0.011254	0.014608	-0.000964	0.748254	0.711081	0.665175
0.3300	-9.473482	-1.106045	-3.017907	-0.032988	0.016868	-0.030296	0.744034	0.712016	0.664462
0.3400	-9.428073	-1.099259	-3.083226	0.025747	-0.009561	0.005224	0.747667	0.711072	0.665604
0.3500	-9.427998	-1.107808	-3.048589	-0.008075	0.013638	-0.029185	0.744483	0.711717	0.664488
0.3600	-9.419247	-1.155119	-3.076811	-0.000679	0.018826	0.034467	0.746743	0.710215	0.664927
0.3700	-9.468935	-1.144205	-2.985687	0.010112	0.006219	0.007333	0.743558	0.713375	0.663510
0.3800	-9.502686	-1.156373	-2.977243	0.024397	0.015600	0.024109	0.746138	0.709189	0.664888
0.3900	-9.434726	-1.140907	-3.065967	0.028551	-0.001192	0.026127	0.744569	0.713111	0.662334
0.4000	-9.419557	-1.144547	-3.058300	0.028990	0.017696	-0.007146	0.747623	0.711116	0.664211
0.4100	-9.465255	-1.140518	-2.982088	0.021068	0.035528	0.036706	0.744584	0.711618	0.662949
0.4200	-9.427364	-1.147633	-2.966820	0.005825	0.014619	0.015701	0.747343	0.709916	0.664963
0.4300	-9.418851	-1.174119	-3.064494	-0.006598	0.067092	0.006527	0.745017	0.713554	0.662208
0.4400	-9.471995	-1.164337	-3.056957	-0.007649	0.016762	0.013581	0.747341	0.712282	0.664661
0.4500	-9.475943	-1.161667	-3.026630	-0.000184	0.023035	-0.000962	0.745171	0.713253	0.662371
0.4600	-9.503231	-1.134376	-2.966885	-0.006743	0.008366	0.023970	0.747651	0.711975	0.664987
0.4700	-9.450343	-1.132977	-2.974956	-0.004707	0.014650	0.026092	0.743781	0.711674	0.665990
0.4800	-9.389432	-1.144860	-3.028087	-0.008491	0.014674	0.000013	0.747055	0.710792	0.665257
0.4900	-9.442769	-1.132569	-2.982638	0.003763	0.038744	0.011639	0.745183	0.713832	0.662682
0.5000	-9.457553	-1.148050	-2.974179	-0.012668	0.035660	-0.000943	0.747359	0.711673	0.665278
0.5100	-9.457500	-1.147441	-2.993224	0.001710	0.026168	0.011572	0.743966	0.712674	0.662297
0.5200	-9.484115	-1.140687	-2.989544	0.009082	0.026147	0.004298	0.747197	0.711095	0.664957
0.5300	-9.456782	-1.176892	-3.003226	-0.021018	0.010520	0.005165	0.745376	0.712014	0.664233
0.5400	-9.457060	-1.170655	-2.965492	-0.006152	0.025161	-0.019739	0.747204	0.713157	0.664964
0.5500	-9.479535	-1.183182	-2.938101	0.003745	0.008334	0.016706	0.744919	0.712912	0.663900
