dateTime,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,bodySurface_temp,ambient_temp,hr_raw,hr,remarks
2023-03-13 12:38:45.796,-0.02441406,0.00610370,-0.96606445,-0.06103516,0.91555528,0.85451827,,,,,
2023-03-13 12:38:45.835,-0.02319336,0.00366222,-0.96093750,-0.06103516,0.91555528,0.85451827,,,,,
2023-03-13 12:38:45.875,-0.02148438,0.00463881,-0.96215820,-0.06103516,0.67140721,0.85451827,,,,,
2023-03-13 12:38:45.914,-0.02587891,0.00244148,-0.96606445,-0.06103516,0.91555528,0.73244423,,,,,
2023-03-13 12:38:45.953,-0.02197266,0.00341807,-0.95898438,0.06103702,0.85451827,0.73244423,,,,,
2023-03-13 12:38:45.992,-0.02465820,0.00292978,-0.96240234,-0.18310547,0.79348125,0.85451827,,,,,
2023-03-13 12:38:46.031,-0.02197266,0.00317392,-0.95654297,-0.06103516,0.67140721,0.79348125,,,,,
2023-03-13 12:38:46.070,-0.02221680,0.00512711,-0.95996094,-0.12207031,0.91555528,0.91555528,,,,,
2023-03-13 12:38:46.109,-0.02050781,0.00488296,-0.95971680,0.00000000,0.85451827,0.97659230,,,,,
2023-03-13 12:38:46.148,-0.02124023,0.00585955,-0.96093750,-0.06103516,0.91555528,0.73244423,,,,,
2023-03-13 12:38:46.187,-0.02246094,0.01269570,-0.96118164,0.00000000,0.97659230,0.79348125,,,,,
2023-03-13 12:38:46.226,-0.02026367,0.00659200,-0.96093750,-0.12207031,0.54933317,0.73244423,,,,,
2023-03-13 12:38:46.265,-0.02612305,0.00122074,-0.96044922,-0.06103516,0.85451827,0.85451827,,,,,
2023-03-13 12:38:46.304,-0.02246094,0.00292978,-0.96166992,-0.06103516,0.79348125,0.79348125,,,,,
2023-03-13 12:38:46.343,-0.02807617,0.00415052,-0.96264648,0.06103702,0.85451827,0.85451827,,,,,
2023-03-13 12:38:46.382,-0.02343750,0.00488296,-0.96166992,-0.12207031,0.73244423,0.91555528,,,,,
2023-03-13 12:38:46.421,-0.02661133,0.00634785,-0.96240234,-0.12207031,0.91555528,0.91555528,,,,,
2023-03-13 12:38:46.460,-0.01953125,0.00537126,-0.96435547,-0.06103516,0.79348125,0.79348125,,,,,
2023-03-13 12:38:46.500,-0.02465820,0.00439467,-0.95996094,-0.18310547,0.61037019,0.79348125,,,,,
2023-03-13 12:38:46.539,-0.02343750,0.00708029,-0.95898438,-0.06103516,0.91555528,0.91555528,,,,,
2023-03-13 12:38:46.578,-0.02612305,0.00097659,-0.95996094,-0.06103516,0.73244423,0.85451827,,,,,
2023-03-13 12:38:46.617,-0.02465820,0.00805689,-0.96337891,-0.12207031,1.03762932,0.91555528,,,,,
2023-03-13 12:38:46.656,-0.02294922,0.00219733,-0.95922852,0.00000000,0.85451827,0.91555528,,,,,
2023-03-13 12:38:46.695,-0.01953125,0.00805689,-0.96337891,0.00000000,0.73244423,0.85451827,,,,,
2023-03-13 12:38:46.734,-0.02197266,0.00805689,-0.96533203,-0.12207031,0.85451827,0.73244423,,,,,
2023-03-13 12:38:46.773,-0.03002930,0.00732444,-0.96313477,0.00000000,0.85451827,0.91555528,,,,,
2023-03-13 12:38:46.812,-0.02075195,0.00341807,-0.96533203,0.00000000,1.03762932,0.85451827,,,,,
2023-03-13 12:38:46.851,-0.02563477,0.00317392,-0.96118164,-0.12207031,0.61037019,0.97659230,,,,,
2023-03-13 12:38:46.890,-0.01538086,0.00683615,-0.96142578,0.06103702,0.79348125,0.73244423,,,,,
2023-03-13 12:38:46.929,-0.02563477,0.00683615,-0.96240234,-0.18310547,0.79348125,0.91555528,,,,,
2023-03-13 12:38:46.968,-0.02368164,0.00708029,-0.96997070,0.00000000,1.03762932,0.79348125,,,,,
2023-03-13 12:38:47.007,-0.02416992,0.00292978,-0.96215820,-0.24414062,0.67140721,0.91555528,,,,,
2023-03-13 12:38:47.046,-0.02172852,0.00708029,-0.96093750,-0.06103516,0.79348125,0.85451827,,,,,
2023-03-13 12:38:47.085,-0.02758789,0.01196326,-0.96337891,-0.06103516,0.85451827,0.79348125,,,,,
2023-03-13 12:38:47.125,-0.02514648,0.01001007,-0.96459961,-0.12207031,0.97659230,0.73244423,,,,,
2023-03-13 12:38:47.164,-0.02514648,0.00585955,-0.95703125,-0.06103516,0.85451827,0.85451827,,,,,
2023-03-13 12:38:47.203,-0.02099609,0.00952177,-0.96118164,0.00000000,0.67140721,0.79348125,,,,,
2023-03-13 12:38:47.242,-0.02685547,0.00268563,-0.96313477,-0.06103516,0.97659230,0.85451827,,,,,
2023-03-13 12:38:47.281,-0.02465820,0.00610370,-0.96533203,0.00000000,0.79348125,0.73244423,,,,,
2023-03-13 12:38:47.320,-0.02221680,0.00708029,-0.95971680,-0.06103516,0.67140721,0.73244423,,,8191,87,
2023-03-13 12:38:47.359,-0.02294922,0.00952177,-0.96606445,-0.06103516,0.85451827,0.85451827,,,,,
2023-03-13 12:38:47.398,-0.02221680,0.00244148,-0.96093750,0.00000000,0.91555528,0.79348125,,,,,
2023-03-13 12:38:47.437,-0.02709961,0.00463881,-0.96313477,-0.12207031,0.61037019,0.79348125,,,,,
2023-03-13 12:38:47.476,-0.02514648,0.00561541,-0.96484375,-0.12207031,0.67140721,0.79348125,,,,,
2023-03-13 12:38:47.515,-0.02416992,0.00610370,-0.96264648,-0.06103516,0.85451827,0.85451827,,,,,
2023-03-13 12:38:47.554,-0.02026367,0.00830103,-0.96777344,-0.06103516,0.85451827,0.73244423,,,,,
2023-03-13 12:38:47.593,-0.02075195,0.00830103,-0.96411133,-0.06103516,0.91555528,0.91555528,,,,,
2023-03-13 12:38:47.632,-0.02026367,0.00512711,-0.96948242,-0.12207031,0.67140721,0.91555528,,,,,
2023-03-13 12:38:47.671,-0.02758789,0.01025422,-0.96386719,-0.06103516,0.91555528,0.73244423,,,,,
2023-03-13 12:38:47.710,-0.02172852,0.00537126,-0.96264648,0.06103702,0.91555528,0.79348125,,,,,
2023-03-13 12:38:47.750,-0.02221680,0.00488296,-0.96118164,-0.06103516,0.91555528,0.85451827,,,,,
2023-03-13 12:38:47.789,-0.02246094,0.00512711,-0.96386719,-0.12207031,0.79348125,0.85451827,,,,,
2023-03-13 12:38:47.828,-0.02441406,0.00390637,-0.96411133,-0.12207031,0.97659230,0.85451827,,,,,
2023-03-13 12:38:47.867,-0.02368164,0.00244148,-0.96191406,-0.06103516,0.85451827,0.85451827,,,,,
2023-03-13 12:38:47.906,-0.02172852,0.00170904,-0.96166992,-0.06103516,0.73244423,0.85451827,,,,,
2023-03-13 12:38:47.945,-0.02246094,0.00366222,-0.96118164,-0.06103516,0.73244423,0.85451827,,,,,
2023-03-13 12:38:47.984,-0.02758789,0.01416059,-0.96362305,-0.12207031,0.85451827,0.85451827,,,,,
2023-03-13 12:38:48.023,-0.02441406,0.00659200,-0.96264648,-0.06103516,0.85451827,0.85451827,,,,,
2023-03-13 12:38:48.062,-0.02343750,0.00341807,-0.96240234,0.00000000,0.73244423,0.85451827,,,,,
2023-03-13 12:38:48.101,-0.02050781,0.00415052,-0.95678711,0.00000000,0.91555528,0.97659230,,,,,
2023-03-13 12:38:48.140,-0.02343750,0.00805689,-0.96679688,-0.12207031,0.73244423,0.85451827,,,,,
2023-03-13 12:38:48.179,-0.01806641,0.00585955,-0.96484375,-0.06103516,0.73244423,0.85451827,,,,,
2023-03-13 12:38:48.218,-0.02416992,0.00122074,-0.96313477,0.06103702,0.97659230,0.85451827,,,,,
2023-03-13 12:38:48.257,-0.02368164,0.00390637,-0.96044922,-0.06103516,0.79348125,0.91555528,,,,,
2023-03-13 12:38:48.296,-0.02734375,0.00708029,-0.96118164,-0.12207031,0.67140721,0.85451827,,,,,
2023-03-13 12:38:48.335,-0.01977539,0.00732444,-0.95996094,-0.12207031,0.67140721,0.79348125,,,,,
2023-03-13 12:38:48.375,-0.02343750,0.00585955,-0.96508789,-0.06103516,1.03762932,0.73244423,,,,,
2023-03-13 12:38:48.414,-0.02563477,0.00610370,-0.96630859,-0.12207031,0.91555528,0.85451827,,,,,
2023-03-13 12:38:48.453,-0.02392578,0.00830103,-0.95434570,-0.18310547,0.67140721,0.85451827,,,,,
2023-03-13 12:38:48.492,-0.02294922,0.00390637,-0.96142578,-0.06103516,0.79348125,0.91555528,,,,,
2023-03-13 12:38:48.531,-0.02368164,0.00439467,-0.96264648,0.06103702,0.91555528,0.85451827,,,,,
2023-03-13 12:38:48.570,-0.02734375,0.00756859,-0.95800781,0.00000000,0.91555528,0.85451827,,,,,
2023-03-13 12:38:48.609,-0.02270508,0.00805689,-0.95874023,-0.24414062,0.67140721,0.85451827,,,,,
2023-03-13 12:38:48.648,-0.02416992,0.00585955,-0.96630859,-0.06103516,0.97659230,0.79348125,,,,,
2023-03-13 12:38:48.687,-0.01855469,0.00439467,-0.95922852,-0.06103516,0.97659230,0.91555528,,,,,
2023-03-13 12:38:48.726,-0.02075195,0.00463881,-0.95971680,-0.06103516,0.73244423,0.91555528,,,,,
2023-03-13 12:38:48.765,-0.02172852,0.00561541,-0.96240234,-0.24414062,0.73244423,0.97659230,,,,,
2023-03-13 12:38:48.804,-0.02416992,0.00830103,-0.96704102,0.06103702,0.97659230,0.79348125,,,,,
2023-03-13 12:38:48.843,-0.02343750,0.00463881,-0.96533203,-0.12207031,0.85451827,0.73244423,,,,,
2023-03-13 12:38:48.882,-0.02246094,0.00366222,-0.96118164,-0.12207031,0.73244423,0.73244423,,,,,
2023-03-13 12:38:48.921,-0.02416992,0.00708029,-0.96240234,-0.06103516,0.97659230,0.97659230,,,,,
2023-03-13 12:38:48.960,-0.02490234,0.00512711,-0.96337891,-0.06103516,1.03762932,0.85451827,,,,,
2023-03-13 12:38:49.000,-0.02539062,0.00830103,-0.96337891,0.00000000,0.85451827,0.85451827,,,8191,87,
2023-03-13 12:38:49.039,-0.02636719,0.00439467,-0.96044922,-0.18310547,0.79348125,0.85451827,,,,,
2023-03-13 12:38:49.078,-0.02490234,0.00561541,-0.96093750,-0.12207031,1.03762932,0.85451827,,,,,
2023-03-13 12:38:49.117,-0.02929688,0.00488296,-0.96093750,0.00000000,0.79348125,0.97659230,,,,,
2023-03-13 12:38:49.156,-0.02343750,0.00415052,-0.96264648,-0.06103516,0.85451827,0.85451827,,,,,
2023-03-13 12:38:49.195,-0.02368164,0.00585955,-0.95800781,-0.06103516,0.85451827,0.85451827,,,,,
2023-03-13 12:38:49.234,-0.02636719,0.00634785,-0.96630859,-0.12207031,0.67140721,0.91555528,,,,,
2023-03-13 12:38:49.273,-0.02050781,0.00195318,-0.96142578,-0.12207031,0.73244423,0.85451827,,,,,
2023-03-13 12:38:49.312,-0.02465820,0.00512711,-0.96679688,0.06103702,0.85451827,0.73244423,,,,,
2023-03-13 12:38:49.351,-0.02221680,0.00537126,-0.96801758,-0.12207031,0.85451827,0.85451827,,,,,
2023-03-13 12:38:49.390,-0.02294922,0.00195318,-0.96362305,-0.12207031,0.67140721,0.79348125,,,,,
2023-03-13 12:38:49.429,-0.02075195,0.01147496,-0.96240234,-0.06103516,0.97659230,0.79348125,,,,,
2023-03-13 12:38:49.468,-0.02270508,0.00927763,-0.96850586,-0.12207031,0.73244423,0.85451827,,,,,
2023-03-13 12:38:49.507,-0.02343750,0.00292978,-0.96557617,-0.12207031,0.79348125,0.79348125,,,,,
2023-03-13 12:38:49.546,-0.02661133,0.00561541,-0.96044922,0.06103702,0.91555528,0.91555528,,,,,
2023-03-13 12:38:49.585,-0.02465820,0.00268563,-0.96240234,0.00000000,0.85451827,0.97659230,,,,,
2023-03-13 12:38:49.625,-0.02416992,0.00512711,-0.96337891,-0.06103516,0.79348125,0.73244423,,,,,
2023-03-13 12:38:49.664,-0.02465820,0.00927763,-0.96069336,-0.06103516,0.79348125,0.85451827,,,,,
2023-03-13 12:38:49.703,-0.02490234,0.00463881,-0.96191406,0.06103702,0.67140721,0.79348125,,,,,
2023-03-13 12:38:49.742,-0.02270508,0.00463881,-0.96533203,-0.06103516,1.03762932,0.97659230,,,,,
2023-03-13 12:38:49.781,-0.02392578,0.01147496,-0.95971680,0.00000000,0.85451827,0.85451827,,,,,
2023-03-13 12:38:49.820,-0.02661133,0.00390637,-0.95751953,-0.12207031,0.85451827,0.85451827,,,,,
2023-03-13 12:38:49.859,-0.02075195,0.00341807,-0.96215820,-0.12207031,0.79348125,0.91555528,,,,,
2023-03-13 12:38:49.898,-0.02587891,0.00537126,-0.96093750,-0.06103516,0.79348125,0.85451827,,,,,
2023-03-13 12:38:49.937,-0.02221680,0.00610370,-0.95971680,0.00000000,0.91555528,0.85451827,,,,,
2023-03-13 12:38:49.976,-0.01977539,0.00708029,-0.96752930,-0.06103516,0.67140721,0.91555528,,,,,
2023-03-13 12:38:50.015,-0.02099609,0.00756859,-0.96215820,0.00000000,0.97659230,0.85451827,,,,,
2023-03-13 12:38:50.054,-0.02124023,0.00341807,-0.96044922,-0.06103516,0.85451827,0.85451827,,,,,
2023-03-13 12:38:50.093,-0.01953125,0.00585955,-0.96069336,-0.12207031,0.91555528,0.85451827,,,,,
2023-03-13 12:38:50.132,-0.02221680,0.00854518,-0.96508789,0.06103702,0.67140721,0.73244423,,,,,
2023-03-13 12:38:50.171,-0.02221680,0.00634785,-0.96215820,-0.12207031,0.97659230,0.91555528,,,,,
2023-03-13 12:38:50.210,-0.02612305,0.00903348,-0.96240234,0.00000000,0.85451827,0.79348125,,,,,
2023-03-13 12:38:50.250,-0.02319336,0.00732444,-0.95605469,0.00000000,0.36622211,0.85451827,,,,,
2023-03-13 12:38:50.289,-0.02001953,0.00708029,-0.96337891,0.00000000,0.97659230,0.91555528,,,,,
2023-03-13 12:38:50.328,-0.02368164,0.00805689,-0.96166992,0.06103702,0.91555528,0.79348125,,,,,
2023-03-13 12:38:50.367,-0.02416992,0.00781274,-0.96386719,0.00000000,0.73244423,0.79348125,,,,,
2023-03-13 12:38:50.406,-0.01904297,0.00415052,-0.95947266,-0.12207031,0.73244423,0.85451827,,,,,
2023-03-13 12:38:50.445,-0.02124023,0.00610370,-0.95947266,-0.12207031,0.85451827,0.91555528,,,,,
2023-03-13 12:38:50.484,-0.02587891,0.00708029,-0.96240234,-0.06103516,0.85451827,0.79348125,,,,,
2023-03-13 12:38:50.523,-0.02392578,0.00512711,-0.96801758,0.00000000,1.15970336,0.79348125,,,,,
2023-03-13 12:38:50.562,-0.02343750,0.00732444,-0.95971680,-0.24414062,0.61037019,0.97659230,,,,,
2023-03-13 12:38:50.601,-0.02416992,0.01123081,-0.95922852,-0.06103516,0.85451827,0.79348125,,,,,
2023-03-13 12:38:50.640,-0.02246094,0.00854518,-0.96386719,-0.12207031,1.03762932,0.79348125,,,8191,87,
2023-03-13 12:38:50.679,-0.01953125,0.00732444,-0.96166992,-0.12207031,0.73244423,0.85451827,,,,,
2023-03-13 12:38:50.718,-0.02392578,0.00634785,-0.95849609,-0.12207031,0.79348125,0.91555528,,,,,
2023-03-13 12:38:50.757,-0.01904297,0.00805689,-0.96386719,0.06103702,0.73244423,0.73244423,,,,,
2023-03-13 12:38:50.796,-0.01513672,0.00854518,-0.96166992,0.00000000,0.91555528,0.85451827,,,,,
2023-03-13 12:38:50.835,-0.01879883,0.00659200,-0.96752930,0.00000000,0.73244423,0.79348125,,,,,
2023-03-13 12:38:50.875,-0.02099609,0.00878933,-0.96142578,-0.06103516,1.03762932,0.91555528,,,,,
2023-03-13 12:38:50.914,-0.02294922,0.00781274,-0.95898438,-0.18310547,0.61037019,0.79348125,,,,,
2023-03-13 12:38:50.953,-0.02490234,0.01220740,-0.96142578,-0.12207031,0.79348125,0.97659230,,,,,
2023-03-13 12:38:50.992,-0.01977539,0.00903348,-0.95874023,0.06103702,0.91555528,0.85451827,,,,,
2023-03-13 12:38:51.031,-0.02050781,0.00292978,-0.96240234,-0.06103516,0.42725913,0.91555528,,,,,
2023-03-13 12:38:51.070,-0.02368164,0.00390637,-0.97045898,-0.12207031,0.85451827,0.79348125,,,,,
2023-03-13 12:38:51.109,-0.02807617,-0.00146484,-0.96704102,-0.06103516,1.46488845,0.85451827,,,,,
2023-03-13 12:38:51.148,-0.02368164,0.00878933,-0.96752930,-0.42724609,-0.79345703,0.85451827,,,,,
2023-03-13 12:38:51.187,-0.02246094,0.00830103,-0.95971680,0.00000000,1.46488845,0.91555528,,,,,
2023-03-13 12:38:51.226,-0.02221680,0.00708029,-0.96118164,0.06103702,1.58696249,0.79348125,,,,,
2023-03-13 12:38:51.265,-0.02587891,0.00195318,-0.96752930,-0.06103516,0.85451827,0.85451827,,,,,
2023-03-13 12:38:51.304,-0.02270508,0.00683615,-0.95874023,-0.24414062,0.06103702,0.91555528,,,,,
2023-03-13 12:38:51.343,-0.02075195,0.00317392,-0.96191406,0.06103702,1.15970336,0.79348125,,,,,
2023-03-13 12:38:51.382,-0.02099609,0.00830103,-0.95849609,-0.06103516,1.52592547,0.85451827,,,,,
2023-03-13 12:38:51.421,-0.02661133,0.00708029,-0.96484375,-0.18310547,0.12207404,0.85451827,,,,,
2023-03-13 12:38:51.460,-0.02514648,0.01245155,-0.95874023,-0.06103516,1.40385144,0.91555528,,,,,
2023-03-13 12:38:51.500,-0.02319336,0.00537126,-0.95971680,-0.12207031,0.67140721,0.91555528,,,,,
2023-03-13 12:38:51.539,-0.02539062,0.01098666,-0.96386719,0.06103702,1.40385144,0.97659230,,,,,
2023-03-13 12:38:51.578,-0.02392578,0.00927763,-0.97192383,-0.12207031,0.06103702,0.85451827,,,,,
2023-03-13 12:38:51.617,-0.02685547,0.00854518,-0.96655273,-0.18310547,0.91555528,0.91555528,,,,,
2023-03-13 12:38:51.656,-0.02124023,0.00805689,-0.96093750,0.06103702,1.22074038,0.79348125,,,,,
2023-03-13 12:38:51.695,-0.01904297,0.00585955,-0.96118164,-0.06103516,0.54933317,0.79348125,,,,,
2023-03-13 12:38:51.734,-0.02172852,0.00561541,-0.96801758,-0.12207031,0.48829615,0.91555528,,,,,
2023-03-13 12:38:51.773,-0.02416992,0.00634785,-0.96044922,-0.06103516,0.73244423,0.91555528,,,,,
2023-03-13 12:38:51.812,-0.02416992,0.00610370,-0.96118164,0.12207404,1.77007355,0.91555528,,,,,
2023-03-13 12:38:51.851,-0.02416992,0.00341807,-0.96704102,-0.12207031,-0.12207031,0.85451827,,,,,
2023-03-13 12:38:51.890,-0.02246094,-0.00073242,-0.96166992,-0.12207031,0.73244423,0.79348125,,,,,
2023-03-13 12:38:51.929,-0.02612305,0.00390637,-0.96704102,0.00000000,1.22074038,0.67140721,,,,,
2023-03-13 12:38:51.968,-0.02172852,0.00537126,-0.96264648,0.06103702,1.83111057,0.79348125,,,,,
2023-03-13 12:38:52.007,-0.02294922,0.00585955,-0.96240234,-0.18310547,0.18311106,0.85451827,,,,,
2023-03-13 12:38:52.046,-0.02270508,0.00439467,-0.96191406,-0.12207031,0.67140721,0.79348125,,,,,
2023-03-13 12:38:52.085,-0.02465820,0.00292978,-0.96606445,-0.12207031,1.46488845,0.97659230,,,,,
2023-03-13 12:38:52.125,-0.02856445,0.01538133,-0.95263672,0.00000000,0.79348125,0.73244423,,,,,
2023-03-13 12:38:52.164,-0.02294922,0.00415052,-0.96704102,-0.12207031,0.61037019,0.85451827,,,,,
2023-03-13 12:38:52.203,-0.02270508,0.00830103,-0.95703125,-0.12207031,0.85451827,0.85451827,,,,,
2023-03-13 12:38:52.242,-0.02294922,0.00488296,-0.96240234,-0.06103516,1.03762932,0.85451827,,,,,
2023-03-13 12:38:52.281,-0.01782227,0.00683615,-0.96533203,0.00000000,0.73244423,0.85451827,,,,,
2023-03-13 12:38:52.320,-0.02148438,0.00903348,-0.96191406,-0.18310547,0.97659230,0.91555528,,,8191,87,
2023-03-13 12:38:52.359,-0.02416992,0.00463881,-0.96386719,-0.12207031,0.73244423,0.79348125,,,,,
2023-03-13 12:38:52.398,-0.02075195,0.00122074,-0.97119141,-0.12207031,0.85451827,0.85451827,,,,,
2023-03-13 12:38:52.437,-0.02026367,0.00219733,-0.95751953,-0.12207031,0.79348125,0.97659230,,,,,
2023-03-13 12:38:52.476,-0.02294922,0.01001007,-0.96093750,0.00000000,0.73244423,0.91555528,,,,,
2023-03-13 12:38:52.515,-0.02148438,0.00805689,-0.95654297,-0.06103516,0.79348125,0.85451827,,,,,
2023-03-13 12:38:52.554,-0.02319336,0.00439467,-0.96508789,0.00000000,0.91555528,0.91555528,,,,,
2023-03-13 12:38:52.593,-0.02587891,0.00756859,-0.96240234,0.06103702,0.97659230,0.73244423,,,,,
2023-03-13 12:38:52.632,-0.02050781,0.00659200,-0.96435547,-0.18310547,-0.42724609,0.97659230,,,,,
2023-03-13 12:38:52.671,-0.01708984,0.01391644,-0.95996094,0.00000000,1.52592547,0.91555528,,,,,
2023-03-13 12:38:52.710,-0.02124023,0.00830103,-0.96142578,0.00000000,1.22074038,0.85451827,,,,,
2023-03-13 12:38:52.750,-0.02416992,0.00756859,-0.96264648,-0.18310547,0.48829615,0.85451827,,,,,
2023-03-13 12:38:52.789,-0.02343750,0.00561541,-0.95947266,-0.12207031,0.61037019,0.79348125,,,,,
2023-03-13 12:38:52.828,-0.02197266,0.00756859,-0.95947266,-0.06103516,0.85451827,0.91555528,,,,,
2023-03-13 12:38:52.867,-0.02514648,0.00683615,-0.96533203,-0.12207031,1.52592547,0.79348125,,,,,
2023-03-13 12:38:52.906,-0.02319336,0.00097659,-0.96044922,-0.18310547,0.18311106,0.85451827,,,,,
2023-03-13 12:38:52.945,-0.02368164,0.01001007,-0.95581055,-0.06103516,0.85451827,0.85451827,,,,,
2023-03-13 12:38:52.984,-0.02246094,0.00439467,-0.95629883,-0.06103516,0.91555528,0.91555528,,,,,
2023-03-13 12:38:53.023,-0.02758789,0.00537126,-0.96337891,0.00000000,0.91555528,0.85451827,,,,,
2023-03-13 12:38:53.062,-0.02416992,0.00195318,-0.95996094,0.00000000,0.73244423,0.79348125,,,,,
2023-03-13 12:38:53.101,-0.02490234,0.00341807,-0.95922852,0.00000000,0.73244423,0.79348125,,,,,
2023-03-13 12:38:53.140,-0.02294922,0.00976592,-0.96044922,-0.06103516,1.09866634,0.73244423,,,,,
