// Start Time: 00/00/   0 - 01:10:50
// Sample rate: 120.0Hz
// Scenario: 10.8
// Firmware Version: 2.6.1
Counter	Temperature	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z	
55622	27.56	-9.791628	0.361670	0.326091	-0.003632	-0.005885	0.004316	3.158349	0.287255	-0.896130	
55623	27.56	-9.777416	0.363149	0.456879	-0.001861	-0.007591	-0.006943	3.159337	0.287528	-0.896306	
55624	27.56	-9.760535	0.403883	0.505290	-0.007114	-0.007648	0.002494	3.159438	0.286661	-0.896676	
55625	27.56	-9.840811	0.418287	0.548547	-0.003619	-0.003193	-0.003438	3.157498	0.286215	-0.898438	
55626	27.56	-9.787279	0.389388	0.512480	-0.012295	-0.007623	0.000679	3.158771	0.287345	-0.897966	
55627	27.56	-9.706870	0.394648	0.423187	-0.001837	0.001305	-0.005113	3.158179	0.288841	-0.897629	
55628	27.56	-9.782119	0.365964	0.401172	0.000770	0.009268	-0.003228	3.159882	0.288389	-0.898378	
55629	27.56	-9.762669	0.404625	0.398753	-0.003655	-0.015645	0.001597	3.159022	0.286577	-0.897703	
55630	27.56	-9.716664	0.379978	0.449809	0.005032	-0.002327	0.001019	3.158930	0.287180	-0.897084	
55631	27.56	-9.801727	0.384905	0.466435	0.001559	-0.016514	-0.005252	3.158846	0.288042	-0.899327	
55632	27.56	-9.801796	0.379901	0.490654	-0.000128	-0.009365	-0.009527	3.159171	0.289366	-0.897803	
55633	27.56	-9.777557	0.384545	0.510104	-0.017318	0.005902	-0.020896	3.162317	0.287449	-0.899325	
55634	27.56	-9.779933	0.384685	0.490726	0.003343	0.004811	-0.004107	3.158251	0.287750	-0.898624	
55635	27.56	-9.646154	0.355808	0.423481	0.011935	0.004720	0.008995	3.157836	0.286643	-0.899407	
55636	27.56	-9.752812	0.378369	0.345572	-0.003562	-0.002241	-0.006038	3.160481	0.288038	-0.898834	
55637	27.56	-9.842798	0.366230	0.384000	-0.005367	-0.012087	-0.000108	3.158927	0.286415	-0.896963	
55638	27.56	-9.704592	0.382183	0.476482	0.011917	-0.013020	0.001002	3.159775	0.287601	-0.897767	
55639	27.56	-9.806744	0.391770	0.524510	0.004162	-0.008537	-0.004248	3.156747	0.288261	-0.899105	
55640	27.56	-9.845638	0.386962	0.534059	-0.000230	-0.013044	0.004292	3.158903	0.286968	-0.900697	
55641	27.56	-9.753252	0.389355	0.505343	0.001579	0.002122	0.000155	3.158612	0.286488	-0.898604	
55642	27.56	-9.723868	0.365704	0.418334	-0.006163	0.011057	0.000127	3.157084	0.285746	-0.899342	
55643	27.56	-9.786945	0.361223	0.389057	0.008446	-0.007732	0.007090	3.157519	0.286703	-0.898061	
55644	27.56	-9.755379	0.365949	0.394007	-0.012350	-0.013017	0.011001	3.157311	0.288190	-0.897446	
55645	27.56	-9.811388	0.389900	0.447021	0.005008	-0.006803	0.001854	3.157746	0.286090	-0.898420	
55646	27.56	-9.804350	0.413428	0.539006	0.004103	-0.012155	0.003504	3.156399	0.287332	-0.898264	
55647	27.56	-9.777623	0.389214	0.534306	0.004994	-0.004149	0.003605	3.157151	0.286309	-0.897840	
55648	27.56	-9.801771	0.372714	0.480983	0.003302	-0.005874	-0.002500	3.156398	0.287717	-0.898386	
55649	27.56	-9.738426	0.375447	0.413421	-0.005304	-0.001355	-0.005198	3.156133	0.286198	-0.898413	
55650	27.56	-9.728604	0.346688	0.372351	-0.000155	-0.005859	0.000891	3.157884	0.286844	-0.898282	
55651	27.56	-9.820968	0.351600	0.393791	-0.008818	-0.009402	-0.000142	3.157662	0.286555	-0.897553	
55652	27.56	-9.762874	0.389613	0.471412	0.004189	-0.001416	-0.003303	3.157885	0.287994	-0.898526	
55653	27.56	-9.743510	0.384562	0.495703	0.000668	-0.002363	0.006146	3.158005	0.287489	-0.898519	
55654	27.56	-9.806615	0.375177	0.476118	-0.008851	-0.000578	0.007753	3.156133	0.285686	-0.898291	
55655	27.56	-9.757941	0.370457	0.442411	-0.015650	0.008467	-0.006984	3.157857	0.287769	-0.899151	
55656	27.56	-9.787087	0.331869	0.437531	-0.003725	-0.007766	0.016403	3.158027	0.288615	-0.898263	
55657	27.56	-9.787193	0.336438	0.476260	-0.001923	0.003841	0.008777	3.159509	0.287489	-0.898161	
55658	27.56	-9.721634	0.389379	0.490933	-0.007022	0.008419	-0.004250	3.159503	0.286857	-0.898164	
55659	27.56	-9.816261	0.385042	0.451854	0.001616	0.003041	-0.005013	3.157223	0.287138	-0.899325	
55660	27.56	-9.813808	0.399595	0.444574	-0.005342	-0.012928	-0.006184	3.158248	0.288393	-0.898871	
55661	27.56	-9.709355	0.384847	0.442564	0.008465	-0.006803	0.003621	3.156304	0.287682	-0.897647	
55662	27.56	-9.801628	0.380320	0.430127	0.004162	-0.001461	0.001901	3.157979	0.287006	-0.899021	
55663	27.56	-9.826092	0.360615	0.490599	0.006713	-0.013039	0.001804	3.157216	0.288425	-0.899817	
55664	27.56	-9.690017	0.384565	0.476531	-0.005369	-0.002313	0.004302	3.157569	0.283462	-0.899068	
55665	27.56	-9.748187	0.385026	0.430315	0.001571	-0.004981	0.000072	3.157584	0.287411	-0.899671	
55666	27.56	-9.777301	0.387599	0.418098	-0.008795	0.001266	0.000847	3.156983	0.286486	-0.898972	
55667	27.56	-9.757868	0.389970	0.418165	0.008580	0.008394	-0.008306	3.157459	0.286899	-0.899558	
55668	27.56	-9.826072	0.384831	0.485714	0.005050	-0.005860	-0.005928	3.156904	0.286831	-0.900968	
55669	27.56	-9.845687	0.355424	0.548642	0.003246	-0.008605	0.003531	3.158910	0.287089	-0.900571	
55670	27.56	-9.690220	0.379227	0.549173	-0.000130	-0.002258	-0.006007	3.158399	0.287866	-0.901103	
55671	27.56	-9.755535	0.382475	0.452083	0.011953	0.004729	0.003827	3.157802	0.285913	-0.900035	
55672	27.56	-9.767439	0.380689	0.364883	0.013610	-0.023726	0.004387	3.157796	0.286304	-0.900283	
55673	27.56	-9.743149	0.380630	0.364973	-0.001026	-0.028893	-0.009782	3.158034	0.287214	-0.900759	
55674	27.56	-9.787008	0.375565	0.413242	-0.007080	-0.011160	-0.002737	3.159544	0.286697	-0.900153	
55675	27.56	-9.792159	0.384513	0.519734	-0.000234	-0.011271	0.006899	3.156847	0.286882	-0.899353	
55676	27.56	-9.738833	0.362351	0.558708	-0.005324	-0.016421	-0.013184	3.156783	0.287595	-0.901097	
55677	27.56	-9.811563	0.365299	0.507592	0.010204	-0.005035	0.000223	3.158058	0.287059	-0.900136	
55678	27.56	-9.743389	0.384863	0.452123	-0.007083	-0.014696	-0.004521	3.158050	0.286300	-0.900140	
55679	27.56	-9.658118	0.380456	0.360444	0.003351	-0.004029	-0.005099	3.157799	0.288091	-0.900647	
55680	27.56	-9.842745	0.363945	0.364635	0.004941	-0.011334	0.013064	3.158191	0.288842	-0.900366	
55681	27.56	-9.792002	0.370406	0.461654	-0.003646	-0.001460	0.005229	3.158511	0.287114	-0.901223	
55682	27.56	-9.777641	0.372252	0.539179	-0.000205	-0.005915	0.004359	3.158009	0.289674	-0.901994	
55683	27.56	-9.772854	0.381729	0.565811	-0.003644	-0.005870	-0.000029	3.158297	0.286561	-0.900245	
55684	27.56	-9.801781	0.384771	0.485803	0.005863	-0.001500	0.005391	3.157872	0.287512	-0.901765	
55685	27.56	-9.816192	0.346550	0.422871	0.008467	-0.005048	0.003660	3.158060	0.287583	-0.903245	
55686	27.56	-9.714137	0.346385	0.411142	0.001580	0.001233	0.002732	3.159600	0.281417	-0.903535	
55687	27.56	-9.719064	0.365559	0.437721	-0.003630	-0.009400	-0.000078	3.158006	0.280352	-0.902785	
55688	27.56	-9.796811	0.353624	0.442298	-0.000150	-0.012941	-0.006109	3.158080	0.279387	-0.903780	
55689	27.56	-9.835802	0.382403	0.490524	-0.013997	-0.013788	-0.007206	3.157436	0.285134	-0.899692	
55690	27.56	-9.714373	0.389294	0.500644	-0.001966	-0.009486	0.009474	3.158017	0.286082	-0.900890	
55691	27.56	-9.813880	0.404248	0.471197	-0.005392	-0.005907	0.005156	3.157565	0.289480	-0.900658	
55692	27.56	-9.826051	0.360715	0.476073	0.005057	-0.004081	-0.005910	3.157591	0.290090	-0.900155	
55693	27.56	-9.704516	0.389622	0.449837	-0.008022	-0.023640	0.004008	3.157318	0.290243	-0.900797	
55694	27.56	-9.714239	0.343715	0.447463	0.003334	-0.005821	-0.005986	3.158020	0.285823	-0.900767	
55695	27.56	-9.840325	0.380834	0.369456	0.008445	-0.011287	0.005332	3.157880	0.285328	-0.901028	
55696	27.56	-9.748251	0.370366	0.452131	0.011112	-0.004977	-0.004967	3.156932	0.287055	-0.900342	
55697	27.56	-9.782390	0.379787	0.500410	0.001522	-0.010357	0.003474	3.156193	0.287297	-0.900270	
55698	27.56	-9.845610	0.389447	0.524371	-0.007908	0.007492	-0.003384	3.158194	0.287175	-0.899876	
55699	27.56	-9.775234	0.389107	0.548842	0.006732	-0.000600	0.003675	3.156823	0.286412	-0.902843	
55700	27.56	-9.775059	0.346048	0.481129	-0.001905	-0.002332	0.002640	3.158442	0.286425	-0.902725	
55701	27.56	-9.716488	0.363503	0.384470	-0.004400	0.004893	-0.007711	3.158399	0.287866	-0.901103	
55702	27.56	-9.713927	0.400072	0.340835	0.011953	-0.007676	0.001080	3.159024	0.287101	-0.900812	
55703	27.56	-9.801551	0.341846	0.398722	-0.000169	-0.016514	-0.003552	3.159505	0.288916	-0.901639	
55704	27.56	-9.787344	0.374728	0.534296	0.004152	-0.013859	-0.005186	3.157623	0.287510	-0.901783	
55705	27.56	-9.758235	0.374556	0.548930	0.014487	-0.013063	0.002783	3.161144	0.289177	-0.904133	
55706	27.56	-9.835776	0.380052	0.480844	-0.002716	-0.001382	-0.006868	3.158003	0.288145	-0.901753	
55707	27.56	-9.738487	0.399462	0.437589	0.004160	-0.004996	0.000981	3.157977	0.287662	-0.902255	
55708	27.56	-9.665560	0.380088	0.416103	0.005883	0.002083	0.007139	3.159094	0.288700	-0.902542	
55709	27.56	-9.772334	0.346779	0.374610	-0.005309	-0.001373	-0.003461	3.156173	0.288229	-0.904002	
55710	27.56	-9.777231	0.375692	0.391488	0.004997	-0.009476	0.004413	3.159229	0.287281	-0.901916	
55711	27.56	-9.675438	0.399039	0.476559	-0.001909	-0.007636	0.001698	3.157246	0.289174	-0.902301	
55712	27.56	-9.860195	0.374956	0.526764	-0.008807	-0.009378	-0.006199	3.158669	0.286708	-0.903329	
55713	27.56	-9.816439	0.374933	0.514820	-0.001754	0.012921	-0.017080	3.158181	0.288739	-0.903604	
55714	27.56	-9.782254	0.387377	0.451975	0.006793	0.013638	0.002988	3.155250	0.286858	-0.901959	
55715	27.56	-9.762722	0.356160	0.413366	0.006796	-0.000529	-0.003251	3.156223	0.288556	-0.902876	
55716	27.56	-9.714161	0.382575	0.423182	-0.000148	0.003015	0.002730	3.156360	0.288287	-0.902494	
55717	27.56	-9.774936	0.351186	0.437541	-0.003676	-0.013899	0.005073	3.157570	0.288849	-0.903399	
55718	27.56	-9.786993	0.380435	0.408391	-0.000140	-0.000531	-0.000760	3.156840	0.288567	-0.902956	
55719	27.56	-9.767664	0.392211	0.447178	-0.000160	-0.011178	-0.003490	3.158050	0.288617	-0.903738	
55720	27.56	-9.787285	0.391790	0.514897	0.003358	-0.016421	-0.018216	3.155829	0.288065	-0.903281	
55721	27.56	-9.816453	0.370063	0.519671	-0.002749	0.008324	0.002765	3.157843	0.288184	-0.902635	
55722	27.56	-9.709416	0.360531	0.461977	0.010236	0.013617	0.006488	3.158321	0.285780	-0.902487	
55723	27.56	-9.699402	0.344333	0.353094	-0.012141	0.004977	-0.013907	3.156176	0.287187	-0.900646	
55724	27.56	-9.806356	0.341992	0.379336	0.001665	-0.003986	-0.014627	3.156365	0.287258	-0.902125	
55725	27.56	-9.774817	0.392564	0.398730	-0.001997	-0.022833	0.010200	3.158106	0.287019	-0.901999	
55726	27.56	-9.782303	0.380005	0.468936	-0.002721	-0.008466	-0.008697	3.156242	0.286999	-0.902011	
55727	27.56	-9.797139	0.379387	0.563305	-0.000185	-0.002346	0.001809	3.158613	0.287397	-0.901836	
55728	27.56	-9.806777	0.394105	0.536611	-0.005407	-0.013002	0.002466	3.156254	0.287114	-0.901761	
55729	27.56	-9.743318	0.351209	0.423131	0.008538	-0.010256	-0.010272	3.157187	0.287961	-0.903431	
55730	27.56	-9.752811	0.380788	0.345568	-0.005358	-0.004094	0.004302	3.155782	0.287719	-0.901294	
55731	27.56	-9.782115	0.356308	0.398768	0.001623	-0.002265	-0.006818	3.156682	0.286813	-0.903349	
55732	27.56	-9.784626	0.375442	0.430198	-0.015736	-0.005823	0.000645	3.156660	0.288118	-0.904216	
55733	27.56	-9.831036	0.386993	0.524429	-0.001848	-0.008460	-0.012137	3.157241	0.286748	-0.901815	
55734	27.56	-9.777638	0.384344	0.539157	0.004106	-0.015690	0.001719	3.157757	0.287499	-0.901525	
55735	27.56	-9.772663	0.394290	0.497999	-0.008011	-0.005034	0.009440	3.156027	0.288238	-0.901523	
55736	27.56	-9.738510	0.365573	0.442492	-0.014005	-0.002276	0.002435	3.157581	0.288452	-0.903027	
55737	27.56	-9.796674	0.361213	0.393863	0.003360	0.007477	-0.003203	3.156128	0.288009	-0.902014	
55738	27.56	-9.806474	0.351363	0.422898	0.001521	-0.016571	0.002538	3.156159	0.288998	-0.901510	
55739	27.56	-9.821287	0.360469	0.509986	-0.008817	-0.009387	-0.003611	3.157098	0.288431	-0.902688	
55740	27.56	-9.763058	0.379488	0.536798	0.006745	-0.009438	-0.002496	3.155845	0.287662	-0.902784	
55741	27.56	-9.811530	0.362964	0.495491	-0.002004	-0.005125	0.017337	3.156191	0.287953	-0.903504	
55742	27.56	-9.770097	0.380126	0.447191	-0.005385	-0.000579	0.007806	3.154146	0.287982	-0.901910	
55743	27.56	-9.762656	0.353909	0.389160	0.001641	-0.004010	-0.010306	3.154724	0.287653	-0.902865	
55744	27.56	-9.782132	0.344183	0.403632	-0.005388	-0.004132	0.007762	3.154704	0.287676	-0.903365	
55745	27.56	-9.697209	0.365488	0.440223	0.000665	-0.004137	0.007846	3.154235	0.287511	-0.902653	
55746	27.56	-9.767654	0.380153	0.442358	0.003239	-0.013041	0.006069	3.153879	0.287233	-0.902182	
55747	27.56	-9.816299	0.394614	0.466363	0.010232	-0.004117	-0.003221	3.152753	0.289275	-0.902877	
55748	27.56	-9.762913	0.394350	0.485929	0.008554	0.008366	-0.005711	3.155084	0.288823	-0.903456	
55749	27.56	-9.806680	0.382265	0.500316	0.000704	-0.016496	-0.007866	3.154189	0.286540	-0.903532	
55750	27.56	-9.784744	0.360648	0.471383	0.000693	-0.003226	0.001812	3.154809	0.286292	-0.903488	
55751	27.56	-9.641329	0.379878	0.437982	-0.014003	0.004826	0.006831	3.156047	0.288101	-0.904011	
55752	27.56	-9.774701	0.375937	0.355180	-0.012264	-0.002284	0.002480	3.153079	0.288566	-0.903852	
55753	27.56	-9.806395	0.370893	0.396231	0.008441	-0.008627	0.007085	3.156289	0.287856	-0.904119	
55754	27.56	-9.748274	0.384808	0.461790	0.000630	-0.015703	0.006854	3.154109	0.287384	-0.902663	
55755	27.56	-9.821301	0.360436	0.514828	0.003250	-0.005942	0.005292	3.153816	0.288583	-0.904047	
55756	27.56	-9.811774	0.379272	0.585041	0.000637	-0.008605	0.005213	3.153032	0.287197	-0.901622	
55757	27.56	-9.675538	0.379459	0.510489	0.001584	0.002141	0.000136	3.153922	0.286814	-0.904048	
55758	27.56	-9.743264	0.351343	0.403762	-0.012269	-0.016449	-0.004632	3.154491	0.287761	-0.902508	
55759	27.56	-9.723546	0.364090	0.302126	0.003321	-0.005857	0.000090	3.152354	0.287255	-0.903040	
55760	27.56	-9.735842	0.356496	0.355359	-0.002710	-0.004914	-0.005198	3.153010	0.286070	-0.901878	
55761	27.56	-9.869746	0.365726	0.466218	0.006783	-0.003215	-0.004993	3.152747	0.286723	-0.902392	
55762	27.56	-9.772911	0.393670	0.587579	0.000644	-0.013903	0.001680	3.153251	0.286722	-0.902230	
55763	27.56	-9.724294	0.400890	0.575640	-0.002755	0.007452	0.002735	3.152542	0.286543	-0.901287	
55764	27.56	-9.855118	0.365824	0.446903	-0.006192	0.005687	0.000090	3.151618	0.287364	-0.902844	
55765	27.56	-9.677510	0.380604	0.345846	-0.008830	-0.012057	0.003266	3.154163	0.288488	-0.904645	
55766	27.56	-9.735679	0.361735	0.297244	-0.008803	-0.005836	0.002487	3.151770	0.288101	-0.902332	
55767	27.56	-9.840402	0.346811	0.393728	0.001503	-0.018375	0.005123	3.151982	0.286482	-0.902822	
55768	27.56	-9.767924	0.374647	0.539210	-0.008813	-0.009370	-0.004488	3.154501	0.288646	-0.902503	
55769	27.56	-9.777787	0.379139	0.592430	0.015483	0.005708	-0.011694	3.153752	0.288002	-0.902437	
55770	27.56	-9.869956	0.384536	0.543658	0.005038	0.018920	0.006499	3.154612	0.285848	-0.902135	
55771	27.56	-9.787127	0.382519	0.456808	0.000704	0.005644	0.004522	3.154025	0.287849	-0.901795	
55772	27.56	-9.762650	0.375673	0.389121	0.005008	-0.002373	0.006227	3.154729	0.287136	-0.902618	
55773	27.56	-9.721306	0.337031	0.367553	0.001614	-0.004926	-0.005133	3.153743	0.289163	-0.902930	
55774	27.56	-9.728683	0.377908	0.403768	0.004988	-0.013021	0.004359	3.154355	0.286622	-0.902524	
55775	27.56	-9.787172	0.363072	0.471370	-0.005369	-0.009414	-0.000095	3.154525	0.288491	-0.901880	
55776	27.56	-9.792241	0.379476	0.548796	-0.001963	-0.007718	0.007776	3.152619	0.286855	-0.902525	
55777	27.56	-9.777606	0.403757	0.529438	-0.001912	-0.006764	-0.000003	3.154286	0.288875	-0.904759	
55778	27.56	-9.772647	0.379830	0.490762	-0.005295	-0.002227	-0.009535	3.154054	0.289493	-0.904524	
55779	27.56	-9.748080	0.361128	0.389200	0.001540	-0.011226	0.003459	3.151887	0.287855	-0.902449	
55780	27.56	-9.684864	0.334541	0.365270	0.000661	-0.005035	0.010429	3.152320	0.287422	-0.903913	
55781	27.56	-9.781884	0.388298	0.318815	-0.002812	-0.014803	0.007690	3.152665	0.287712	-0.904633	
55782	27.56	-9.752966	0.380402	0.401253	0.011870	-0.021955	0.006106	3.155159	0.288497	-0.904572	
55783	27.56	-9.709474	0.394219	0.486127	0.003205	-0.029013	0.003265	3.151977	0.286488	-0.902947	
55784	27.56	-9.661056	0.384025	0.544430	-0.008797	-0.009330	-0.006242	3.153339	0.287660	-0.903340	
55785	27.56	-9.580953	0.374022	0.564112	0.001597	0.000409	-0.003374	3.150924	0.282962	-0.903538	
55786	27.56	-9.495712	0.335709	0.479757	0.008523	-0.009344	-0.005993	3.152714	0.285993	-0.903020	
55787	27.56	-9.514844	0.307508	0.368367	-0.007007	-0.000397	-0.005274	3.153711	0.287536	-0.903313	
55788	27.56	-9.580295	0.375664	0.326845	-0.005313	-0.004008	-0.000930	3.152406	0.287324	-0.901791	
55789	27.56	-9.689759	0.346543	0.379757	-0.003692	-0.010370	0.012027	3.154480	0.288428	-0.905991	
55790	27.56	-9.755628	0.387077	0.485969	-0.001895	-0.012943	-0.004412	3.152549	0.287958	-0.904516	
55791	27.56	-9.794675	0.432633	0.555955	0.001514	-0.009479	0.003493	3.152307	0.287692	-0.904286	
55792	27.56	-9.787243	0.399145	0.500358	-0.003645	-0.011196	-0.000949	3.154306	0.288340	-0.904137	
55793	27.56	-9.762771	0.375372	0.432700	0.003300	-0.004991	0.000103	3.152677	0.287827	-0.904383	
55794	27.56	-9.748113	0.336879	0.398928	-0.008834	-0.011182	0.002415	3.153172	0.287578	-0.904348	
55795	27.56	-9.753001	0.327151	0.408612	0.001451	-0.020199	0.013736	3.151490	0.288007	-0.903099	
55796	27.56	-9.767751	0.370246	0.476271	-0.000215	-0.005933	0.007824	3.152349	0.287772	-0.903287	
55797	27.56	-9.787282	0.403881	0.514875	-0.000195	-0.008563	0.001739	3.152589	0.286889	-0.903274	
55798	27.56	-9.782395	0.408773	0.505200	-0.001962	-0.009491	0.007760	3.153286	0.287976	-0.904711	
55799	27.56	-9.767674	0.404269	0.451999	0.004186	0.005663	0.001116	3.153593	0.287656	-0.903197	
55800	27.56	-9.736022	0.360881	0.420719	0.003388	0.011955	-0.005762	3.151590	0.287651	-0.903592	
55801	27.56	-9.762759	0.322237	0.423111	-0.007035	-0.011982	-0.010555	3.154873	0.288408	-0.905465	
55802	27.56	-9.782314	0.341313	0.469006	-0.003653	-0.005896	0.004302	3.151970	0.286752	-0.903195	
55803	27.56	-9.784799	0.379843	0.493138	-0.000184	0.001193	0.005316	3.152817	0.286403	-0.903633	
55804	27.56	-9.784711	0.428392	0.466419	-0.000094	0.011935	-0.004069	3.151935	0.288327	-0.904435	
55805	27.56	-9.782231	0.418847	0.447077	0.005086	0.005703	-0.004924	3.151868	0.289810	-0.906424	
55806	27.56	-9.767591	0.389977	0.420551	0.003329	-0.004069	-0.004211	3.153457	0.288563	-0.903700	
55807	27.56	-9.777363	0.360865	0.437515	-0.002751	-0.001423	0.000911	3.151683	0.288072	-0.904454	
55808	27.56	-9.755578	0.324370	0.461871	0.013703	-0.000563	-0.002280	3.154062	0.288332	-0.904031	
55809	27.56	-9.758023	0.341253	0.469095	0.003351	0.000396	-0.006769	3.153676	0.288088	-0.904309	
55810	27.56	-9.762796	0.380141	0.442376	0.003214	-0.004218	0.014833	3.153274	0.287861	-0.904962	
55811	27.56	-9.772497	0.411619	0.439862	-0.005359	-0.000546	0.003483	3.152512	0.287872	-0.905391	
55812	27.56	-9.774932	0.414027	0.442270	0.001539	-0.005913	0.004401	3.151589	0.289060	-0.903959	
55813	27.56	-9.762862	0.384810	0.466578	0.006804	-0.001397	-0.006724	3.154134	0.289161	-0.905515	
55814	27.56	-9.775044	0.350918	0.476278	-0.001914	-0.005888	0.002599	3.151095	0.285980	-0.903138	
55815	27.56	-9.777413	0.326909	0.452102	0.010249	-0.007633	-0.006746	3.152170	0.286938	-0.904424	
55816	27.56	-9.774977	0.351085	0.452068	-0.003569	0.001300	-0.006002	3.151590	0.287140	-0.903470	
55817	27.56	-9.765247	0.375261	0.449639	-0.009725	0.004731	0.012990	3.151483	0.288398	-0.903347	
55818	27.56	-9.767702	0.401784	0.461688	0.001628	-0.005791	-0.011189	3.152299	0.287445	-0.904412	
55819	27.56	-9.767700	0.409038	0.461674	-0.012292	-0.011163	-0.000227	3.152524	0.288227	-0.902152	
55820	27.56	-9.772539	0.380098	0.452024	-0.003585	-0.000492	-0.004287	3.152823	0.286908	-0.903630	
55821	27.56	-9.772520	0.353564	0.442388	-0.009591	0.001364	-0.011297	3.151244	0.287873	-0.902994	
55822	27.56	-9.777448	0.343736	0.466598	0.005047	-0.005858	-0.004212	3.152334	0.288301	-0.903783	
55823	27.56	-9.772528	0.372877	0.447195	0.007464	-0.012304	0.023468	3.152738	0.287758	-0.902885	
55824	27.56	-9.762834	0.389714	0.456885	0.011871	-0.007780	0.011472	3.150523	0.287212	-0.905290	
55825	27.56	-9.772589	0.394474	0.471367	-0.003586	-0.001376	-0.005162	3.154613	0.289314	-0.905977	
55826	27.56	-9.772585	0.384817	0.468963	-0.004511	-0.004996	0.003437	3.151763	0.287854	-0.902458	
55827	27.56	-9.767685	0.365577	0.452068	-0.012320	-0.021828	-0.000363	3.152433	0.287308	-0.904154	
55828	27.56	-9.767703	0.351034	0.456937	-0.001860	0.011896	0.002812	3.152896	0.288887	-0.905358	
55829	27.56	-9.767699	0.365543	0.456911	-0.001838	0.003955	-0.005074	3.152104	0.286741	-0.902936	
55830	27.56	-9.782365	0.350852	0.488357	0.012028	-0.004028	-0.014464	3.152691	0.288195	-0.904131	
55831	27.56	-9.782300	0.413844	0.471296	0.004141	-0.008567	0.000949	3.151373	0.288253	-0.902982	
55832	27.56	-9.777404	0.404259	0.456805	-0.012281	0.001248	0.004253	3.153769	0.287997	-0.905049	
55833	27.56	-9.772565	0.384868	0.461700	-0.013947	-0.003089	-0.008821	3.151842	0.287906	-0.903572	
55834	27.56	-9.767657	0.370480	0.442375	0.003300	-0.002333	0.001000	3.152801	0.286293	-0.904008	
55835	27.56	-9.772546	0.355916	0.452068	0.004177	0.002107	0.001066	3.153544	0.287840	-0.904444	
55836	27.56	-9.772569	0.346192	0.459348	0.004110	-0.005065	0.008771	3.152225	0.286363	-0.902929	
55837	27.56	-9.772506	0.380182	0.439919	-0.005341	0.002135	0.001778	3.153799	0.287962	-0.904300	
55838	27.56	-9.777376	0.409163	0.447112	0.003298	0.001205	0.002783	3.152929	0.288082	-0.904363	
55839	27.56	-9.777458	0.379959	0.473796	-0.003645	-0.011197	-0.000086	3.152673	0.288471	-0.904629	
55840	27.56	-9.767669	0.399449	0.449586	0.003293	-0.000570	0.002758	3.152578	0.288820	-0.904012	
55841	27.56	-9.777395	0.365617	0.449611	-0.000133	-0.008485	-0.006924	3.153265	0.287487	-0.905089	
55842	27.56	-9.772569	0.346192	0.459348	-0.001019	-0.008508	-0.003480	3.154699	0.288194	-0.903611	
55843	27.56	-9.777373	0.372922	0.442335	0.008494	-0.012975	-0.005099	3.152757	0.288632	-0.902631	
55844	27.56	-9.765255	0.370407	0.452069	-0.003625	-0.000544	0.002636	3.152177	0.286673	-0.904176	
55845	27.56	-9.777418	0.404226	0.461647	-0.001845	0.005715	-0.003313	3.150970	0.288411	-0.903758	
55846	27.56	-9.777405	0.399423	0.456814	0.006787	-0.002310	-0.004131	3.153300	0.287832	-0.904338	
55847	27.56	-9.738510	0.363154	0.442496	0.010283	-0.000498	-0.008394	3.154019	0.288239	-0.902043	
55848	27.56	-9.770086	0.346320	0.439989	-0.003602	-0.007601	-0.004378	3.152351	0.287514	-0.903163	
55849	27.56	-9.774975	0.355922	0.452059	-0.009659	-0.000497	-0.000928	3.153790	0.288100	-0.904549	
55850	27.56	-9.767706	0.365527	0.459332	0.010212	-0.004137	0.001093	3.151700	0.286773	-0.903712	
55851	27.56	-9.762854	0.365498	0.461771	0.005023	-0.005889	0.000117	3.154183	0.289489	-0.904390	
55852	27.56	-9.782241	0.384992	0.447138	-0.007182	-0.020147	0.009277	3.152349	0.287261	-0.903165	
55853	27.56	-9.772533	0.380115	0.449603	-0.003602	-0.001401	-0.001700	3.152807	0.287822	-0.904249	
55854	27.56	-9.774991	0.372799	0.459292	0.008497	0.008286	0.004680	3.151843	0.287521	-0.903449	
55855	27.56	-9.774973	0.341429	0.449664	-0.003655	-0.002356	0.006942	3.152082	0.289069	-0.904047	
55856	27.56	-9.767687	0.360740	0.452077	-0.001931	-0.002368	0.007838	3.153597	0.287524	-0.903073	
55857	27.56	-9.777371	0.380177	0.442322	-0.006275	-0.009467	0.007686	3.152906	0.287852	-0.904864	
55858	27.56	-9.777424	0.382461	0.461686	0.006863	-0.000437	-0.016234	3.152539	0.287073	-0.904521	
55859	27.56	-9.777449	0.389649	0.471358	-0.012253	-0.004027	-0.003607	3.152371	0.287491	-0.902664	
55860	27.56	-9.767707	0.384856	0.461718	-0.007087	-0.000533	0.002581	3.152068	0.286144	-0.903689	
55861	27.56	-9.767683	0.351084	0.449673	-0.001933	-0.012113	0.003390	3.154064	0.288459	-0.904030	
55862	27.56	-9.765275	0.346191	0.456954	0.010269	-0.009375	-0.011097	3.152626	0.287487	-0.902521	
55863	27.56	-9.772543	0.365589	0.452050	0.017198	-0.004075	-0.010046	3.153339	0.287148	-0.903218	
55864	27.56	-9.757932	0.355981	0.437595	0.000756	-0.011998	-0.012152	3.151580	0.288174	-0.903963	
55865	27.56	-9.772531	0.384951	0.449595	0.003235	-0.015704	0.005172	3.152187	0.287173	-0.904048	
