// Start Time: 00/00/   0 - 01:10:50
// Sample rate: 120.0Hz
// Scenario: 10.8
// Firmware Version: 2.6.1
Counter	Temperature	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z	
48693	27.56	-9.823616	0.384892	0.476038	-0.001957	-0.010380	0.006891	3.170285	0.290474	-0.902589	
48694	27.56	-9.852865	0.360546	0.509869	-0.000211	-0.014793	0.000806	3.173400	0.290626	-0.902361	
48695	27.56	-9.733891	0.374631	0.529651	-0.002758	0.007441	0.004468	3.171606	0.289887	-0.900503	
48696	27.56	-9.704622	0.370025	0.486188	0.011926	0.004705	0.008140	3.173251	0.290268	-0.902871	
48697	27.56	-9.801473	0.380705	0.374442	-0.014063	-0.008570	0.010174	3.172670	0.289832	-0.901795	
48698	27.56	-9.757798	0.375645	0.391560	0.001564	-0.007653	0.000909	3.172753	0.290776	-0.903029	
48699	27.56	-9.704394	0.370594	0.403871	0.001637	-0.012860	-0.013888	3.172320	0.289674	-0.901199	
48700	27.56	-9.855169	0.377781	0.466250	0.003321	-0.002317	-0.004176	3.172324	0.291077	-0.901441	
48701	27.56	-9.833509	0.374807	0.538968	-0.001850	-0.004919	-0.010365	3.173211	0.290043	-0.900759	
48702	27.56	-9.729106	0.374435	0.556301	-0.001920	0.006521	0.007932	3.173044	0.290858	-0.902012	
48703	27.56	-9.801839	0.370128	0.505198	-0.005381	0.006513	0.008759	3.173715	0.290553	-0.900720	
48704	27.56	-9.770084	0.355993	0.439971	-0.003547	0.015499	-0.002367	3.171371	0.290252	-0.900270	
48705	27.56	-9.677653	0.375415	0.396698	0.003296	0.010955	0.010669	3.171396	0.290224	-0.899646	
48706	27.56	-9.757753	0.370925	0.374621	-0.005251	0.003136	-0.011200	3.173563	0.290454	-0.901354	
48707	27.56	-9.823540	0.389913	0.449398	-0.000139	-0.002302	-0.003372	3.171166	0.289561	-0.899043	
48708	27.56	-9.738707	0.379580	0.515098	-0.008818	0.001254	0.002563	3.172577	0.290435	-0.901177	
48709	27.56	-9.845638	0.386962	0.534059	-0.005401	-0.005031	0.005167	3.172220	0.290029	-0.900707	
48710	27.56	-9.765403	0.391786	0.507715	0.001611	0.001277	-0.005914	3.172623	0.290383	-0.900053	
48711	27.56	-9.714191	0.370417	0.432888	-0.005328	-0.009352	-0.005302	3.172962	0.290155	-0.897789	
48712	27.56	-9.811151	0.351827	0.357511	-0.012282	0.006544	0.009517	3.172118	0.290770	-0.900337	
48713	27.56	-9.723726	0.370893	0.367483	-0.014010	-0.013802	-0.000299	3.172428	0.290191	-0.898699	
48714	27.56	-9.748213	0.365630	0.437614	0.004196	-0.022663	-0.013955	3.172299	0.289059	-0.901577	
48715	27.56	-9.850514	0.370012	0.538914	-0.001930	-0.000600	0.005276	3.172202	0.288771	-0.900839	
48716	27.56	-9.729036	0.408441	0.534451	0.005017	-0.005882	-0.000753	3.173081	0.288002	-0.900405	
48717	27.56	-9.772613	0.355748	0.476279	-0.007081	-0.003181	-0.000053	3.171663	0.289950	-0.899130	
48718	27.56	-9.774837	0.346600	0.401233	0.006772	-0.011192	-0.004244	3.172843	0.290034	-0.900661	
48719	27.56	-9.772423	0.365890	0.408471	-0.000123	-0.007591	-0.006912	3.171493	0.290001	-0.900262	
48720	27.56	-9.767634	0.331872	0.430339	0.000676	-0.005021	0.005248	3.171742	0.289491	-0.900122	
48721	27.56	-9.794502	0.379900	0.488260	0.003268	-0.008574	0.001796	3.172419	0.290329	-0.898948	
48722	27.56	-9.748376	0.403886	0.500492	0.001511	-0.016566	0.002530	3.172696	0.289021	-0.897939	
48723	27.56	-9.860119	0.360648	0.497737	0.001587	-0.000543	-0.003321	3.172626	0.288716	-0.899563	
48724	27.56	-9.784837	0.365250	0.505270	-0.023478	0.000468	-0.005478	3.171653	0.289450	-0.899257	
48725	27.56	-9.706955	0.379938	0.452266	-0.001884	-0.003182	0.000025	3.173753	0.289358	-0.899478	
48726	27.56	-9.782105	0.341832	0.393952	-0.001861	0.004800	0.001000	3.172915	0.290081	-0.898913	
48727	27.56	-9.728654	0.385230	0.394071	0.011969	0.010062	0.005621	3.172917	0.285344	-0.897691	
48728	27.56	-9.723868	0.414036	0.423090	0.013699	-0.004110	-0.002312	3.173654	0.290351	-0.899107	
48729	27.56	-9.850337	0.380121	0.475948	-0.004520	-0.011219	0.000781	3.172181	0.289419	-0.898472	
48730	27.56	-9.806772	0.389285	0.534199	0.007630	-0.010308	-0.006810	3.173870	0.289111	-0.899595	
48731	27.56	-9.709570	0.384311	0.520039	0.008435	-0.005948	0.007090	3.172883	0.290500	-0.899785	
48732	27.56	-9.748297	0.350919	0.466693	-0.001911	-0.016508	-0.002730	3.172767	0.289338	-0.899301	
48733	27.56	-9.816261	0.363294	0.449472	0.018851	-0.008618	0.000329	3.172725	0.289372	-0.897312	
48734	27.56	-9.689848	0.363237	0.413622	-0.006155	-0.001326	-0.006957	3.172915	0.290592	-0.899035	
48735	27.56	-9.738449	0.365723	0.420702	-0.003669	-0.005915	0.008628	3.174122	0.290389	-0.899820	
48736	27.56	-9.811388	0.389900	0.447021	-0.008817	-0.004079	0.000789	3.172125	0.290108	-0.896979	
48737	27.56	-9.794397	0.394661	0.451918	-0.000125	-0.004935	-0.006873	3.172307	0.288524	-0.898218	
48738	27.56	-9.806661	0.379897	0.493057	-0.001935	-0.000605	0.007868	3.173340	0.289641	-0.897515	
48739	27.56	-9.845618	0.360428	0.524423	-0.000192	-0.005910	0.001776	3.174038	0.288808	-0.898464	
48740	27.56	-9.680367	0.362627	0.498396	-0.001886	0.006566	0.004460	3.173582	0.290419	-0.897867	
48741	27.56	-9.660617	0.370621	0.384664	0.027582	-0.008524	-0.009945	3.172839	0.289384	-0.897553	
48742	27.56	-9.840141	0.388541	0.304074	0.010246	-0.012977	-0.005911	3.174780	0.290354	-0.898900	
48743	27.56	-9.728595	0.380544	0.372290	0.001543	-0.004136	0.007008	3.172450	0.287864	-0.897589	
48744	27.56	-9.738640	0.379747	0.490887	0.001509	-0.021882	0.000728	3.172834	0.288878	-0.897556	
48745	27.56	-9.811822	0.374318	0.601997	-0.009716	-0.004104	0.002494	3.174848	0.290406	-0.897277	
48746	27.56	-9.758261	0.379326	0.558606	-0.004524	-0.008543	0.001653	3.173802	0.289559	-0.898353	
48747	27.56	-9.755513	0.365614	0.442429	0.008536	-0.002288	-0.006709	3.175162	0.290093	-0.898625	
48748	27.56	-9.767452	0.361326	0.367339	-0.000147	-0.002313	0.000946	3.172822	0.290683	-0.898295	
48749	27.56	-9.718846	0.375767	0.360229	-0.007070	-0.010256	-0.001872	3.172571	0.287485	-0.897582	
48750	27.56	-9.801579	0.387692	0.413166	-0.005341	-0.007615	-0.002660	3.172120	0.290114	-0.897104	
48751	27.56	-9.758041	0.394371	0.481105	0.008407	-0.013082	0.008751	3.172563	0.288773	-0.898074	
48752	27.56	-9.755797	0.384240	0.546501	0.003285	-0.023595	-0.009653	3.173812	0.291082	-0.898470	
48753	27.56	-9.884524	0.360422	0.538806	0.001566	-0.012083	-0.006921	3.171322	0.290165	-0.898407	
48754	27.56	-9.738710	0.369907	0.515116	0.008511	-0.002311	-0.004119	3.173502	0.291149	-0.899986	
48755	27.56	-9.675370	0.355712	0.447584	0.005061	0.011888	0.003775	3.171878	0.289847	-0.896874	
48756	27.56	-9.796618	0.346855	0.372100	-0.001879	-0.002314	0.000920	3.173961	0.290416	-0.897715	
48757	27.56	-9.794214	0.375784	0.384162	-0.000164	-0.019165	-0.005311	3.173934	0.291342	-0.898584	
48758	27.56	-9.680208	0.379940	0.442681	-0.013190	-0.008535	0.008425	3.173767	0.291134	-0.899593	
48759	27.56	-9.816381	0.387158	0.495430	-0.001825	-0.012858	-0.017387	3.173161	0.289318	-0.898775	
48760	27.56	-9.801847	0.389441	0.510006	0.001567	-0.012956	-0.006077	3.172677	0.289682	-0.898559	
48761	27.56	-9.709412	0.375040	0.461951	0.004247	-0.005758	-0.014626	3.175780	0.288695	-0.898338	
48762	27.56	-9.806528	0.348811	0.442271	-0.001835	0.003065	-0.005944	3.174864	0.291298	-0.900135	
48763	27.56	-9.743364	0.380094	0.442448	0.005062	0.006563	0.000267	3.174121	0.289751	-0.899698	
48764	27.56	-9.743338	0.375324	0.432772	-0.007029	-0.003999	-0.007857	3.172412	0.290594	-0.899197	
48765	27.56	-9.782188	0.404455	0.430155	-0.012305	-0.013844	0.001477	3.172197	0.288505	-0.897853	
48766	27.56	-9.743411	0.379977	0.459395	-0.017432	-0.000449	-0.002794	3.175499	0.290521	-0.899594	
48767	27.56	-9.816345	0.375168	0.480925	-0.001974	-0.002431	0.013910	3.173868	0.290507	-0.896975	
48768	27.56	-9.811453	0.351074	0.466460	0.001620	-0.000494	-0.007661	3.173855	0.290266	-0.897226	
48769	27.56	-9.728889	0.360478	0.476431	-0.001812	-0.004860	-0.013850	3.172791	0.289694	-0.898800	
48770	27.56	-9.714266	0.365396	0.459529	-0.000178	-0.005878	0.002618	3.172277	0.290093	-0.899333	
48771	27.56	-9.772401	0.370777	0.401199	0.003281	-0.005906	0.003559	3.174455	0.289529	-0.897559	
48772	27.56	-9.748153	0.385110	0.418210	-0.002782	-0.012090	0.001647	3.173263	0.288818	-0.896156	
48773	27.56	-9.791948	0.368121	0.442290	0.008430	-0.017491	0.003508	3.172963	0.289770	-0.897667	
48774	27.56	-9.796969	0.362895	0.500387	0.005030	-0.016508	-0.007799	3.173224	0.288991	-0.897153	
48775	27.56	-9.775169	0.384438	0.524639	0.011971	-0.005870	-0.006692	3.172722	0.289119	-0.897314	
48776	27.56	-9.782485	0.374716	0.534314	0.003336	-0.002278	-0.007660	3.174572	0.289795	-0.897798	
48777	27.56	-9.767746	0.387174	0.476240	0.000710	-0.005856	-0.002548	3.172399	0.289570	-0.896215	
48778	27.56	-9.723871	0.380197	0.420729	-0.002781	-0.008541	0.003415	3.174168	0.289826	-0.898574	
48779	27.56	-9.760155	0.370998	0.364927	0.010212	-0.007689	0.001921	3.172240	0.290121	-0.897220	
48780	27.56	-9.835578	0.366044	0.408238	-0.008817	-0.012943	-0.002777	3.172548	0.288790	-0.898448	
48781	27.56	-9.765416	0.370005	0.510175	-0.014071	-0.015645	0.004875	3.173226	0.291675	-0.897763	
48782	27.56	-9.826210	0.369986	0.534162	-0.017460	-0.014659	-0.008148	3.171011	0.289323	-0.896691	
48783	27.56	-9.865138	0.384423	0.558203	-0.000194	-0.007683	0.000029	3.172768	0.288555	-0.896068	
48784	27.56	-9.721716	0.384341	0.519994	0.004174	0.002119	0.000190	3.171225	0.289877	-0.897668	
48785	27.56	-9.704390	0.360938	0.401467	-0.000110	0.002178	-0.003346	3.172746	0.290258	-0.900045	
48786	27.56	-9.794048	0.347200	0.321266	-0.005305	-0.011118	-0.007900	3.171499	0.290747	-0.897271	
48787	27.56	-9.723727	0.341890	0.365114	-0.005338	-0.016459	-0.005386	3.172634	0.287158	-0.895960	
48788	27.56	-9.757870	0.360968	0.415797	-0.001935	-0.005919	0.007795	3.172620	0.290244	-0.897067	
48789	27.56	-9.855398	0.374794	0.548572	-0.005394	-0.005021	0.003434	3.172988	0.289230	-0.896921	
48790	27.56	-9.811852	0.364578	0.611699	0.005011	0.001190	0.001070	3.173948	0.290686	-0.898088	
48791	27.56	-9.746009	0.374728	0.519922	-0.000119	-0.004026	-0.008612	3.172412	0.289300	-0.895842	
48792	27.56	-9.782181	0.360977	0.422970	-0.003581	0.006594	-0.000737	3.173330	0.290164	-0.897887	
48793	27.56	-9.791674	0.363971	0.343034	-0.006296	-0.007736	0.014641	3.174128	0.290113	-0.896584	
48794	27.56	-9.718920	0.351417	0.384483	-0.003682	-0.011247	0.009426	3.173631	0.289212	-0.896376	
48795	27.56	-9.762796	0.380141	0.442376	-0.005262	-0.012813	-0.019186	3.174130	0.288831	-0.896217	
48796	27.56	-9.787248	0.379799	0.500392	-0.005354	-0.000534	0.000879	3.174398	0.289707	-0.895944	
48797	27.56	-9.855325	0.394307	0.524326	-0.003610	-0.001416	-0.003416	3.174754	0.288962	-0.896171	
48798	27.56	-9.784905	0.384412	0.531867	-0.000114	0.008375	-0.004124	3.173391	0.289584	-0.896267	
48799	27.56	-9.760441	0.404117	0.471394	0.006780	-0.009399	-0.006818	3.172926	0.288901	-0.895308	
48800	27.56	-9.714139	0.341548	0.411151	-0.005258	0.008451	-0.007689	3.173153	0.290720	-0.896279	
48801	27.56	-9.801385	0.361594	0.340581	0.008461	-0.012149	0.003579	3.172288	0.290322	-0.896095	
48802	27.56	-9.743205	0.370823	0.384359	0.001597	-0.021778	-0.011387	3.175480	0.290400	-0.896982	
48803	27.56	-9.709355	0.384847	0.442564	-0.000211	-0.016550	0.003358	3.173821	0.289138	-0.894744	
48804	27.56	-9.835851	0.399197	0.509863	0.008469	-0.014782	-0.004242	3.173331	0.289267	-0.897642	
48805	27.56	-9.748386	0.370031	0.500553	0.001611	-0.008463	-0.010367	3.172327	0.289638	-0.894975	
48806	27.56	-9.792028	0.372757	0.471334	0.005004	-0.002375	0.004496	3.172918	0.289551	-0.895679	
48807	27.56	-9.787145	0.363139	0.461685	-0.003536	0.004885	-0.010284	3.175182	0.288264	-0.894649	
48808	27.56	-9.694786	0.365466	0.442653	-0.007068	-0.011126	-0.004492	3.172278	0.290845	-0.896467	
48809	27.56	-9.835631	0.370747	0.427598	-0.024370	0.002190	0.001473	3.174677	0.289548	-0.895178	
48810	27.56	-9.782229	0.380189	0.442304	-0.013953	0.006643	-0.002640	3.173412	0.289175	-0.895645	
48811	27.56	-9.697250	0.384717	0.457136	-0.005311	-0.002239	-0.005219	3.174690	0.288892	-0.894682	
48812	27.56	-9.830912	0.351054	0.476072	-0.003714	-0.000669	0.016499	3.174670	0.288915	-0.895181	
48813	27.56	-9.855239	0.365523	0.490483	-0.010553	-0.004969	-0.000114	3.173643	0.288942	-0.896003	
48814	27.56	-9.699822	0.355369	0.505601	-0.006089	0.016483	-0.011943	3.174334	0.290419	-0.897688	
48815	27.56	-9.772463	0.365790	0.422997	0.003344	0.003036	-0.003263	3.173888	0.289973	-0.896353	
48816	27.56	-9.842872	0.366045	0.410632	-0.007083	-0.018259	-0.006275	3.174621	0.289611	-0.896551	
48817	27.56	-9.694719	0.389799	0.420820	-0.012323	-0.008540	0.008446	3.173790	0.290069	-0.895738	
48818	27.56	-9.777322	0.360965	0.422988	-0.007050	-0.000490	-0.002613	3.172793	0.289550	-0.895688	
48819	27.56	-9.845483	0.365599	0.475992	-0.007078	-0.007618	-0.003552	3.175777	0.290091	-0.895717	
48820	27.56	-9.792269	0.374572	0.558489	-0.007073	-0.014678	-0.009714	3.173846	0.290518	-0.894487	
48821	27.56	-9.772733	0.360283	0.519850	-0.005328	0.007476	0.000102	3.174151	0.288423	-0.895595	
48822	27.56	-9.772555	0.372810	0.456880	0.008502	-0.004105	-0.002397	3.173752	0.290994	-0.893869	
48823	27.56	-9.762678	0.370770	0.398814	0.000660	-0.006817	0.007832	3.173261	0.289702	-0.893413	
48824	27.56	-9.755308	0.380626	0.369770	0.011104	0.005629	0.003828	3.173082	0.288483	-0.894428	
48825	27.56	-9.748131	0.370667	0.408552	-0.006962	-0.001257	-0.017347	3.172863	0.287423	-0.893453	
48826	27.56	-9.787186	0.384786	0.478594	-0.010494	0.001318	-0.006111	3.174934	0.290308	-0.895155	
48827	27.56	-9.840737	0.372558	0.517156	0.008509	-0.002330	-0.004962	3.175264	0.291127	-0.896372	
48828	27.56	-9.874733	0.384749	0.514587	0.015446	0.002977	-0.005638	3.172963	0.288476	-0.894312	
48829	27.56	-9.680388	0.384324	0.508041	0.004171	0.008320	0.004585	3.173828	0.287851	-0.894252	
48830	27.56	-9.677620	0.373081	0.384597	-0.005267	0.006670	-0.005980	3.175126	0.288953	-0.893156	
48831	27.56	-9.735678	0.366571	0.297235	-0.001848	0.001271	0.000092	3.174914	0.289946	-0.895532	
48832	27.56	-9.769846	0.366253	0.355216	0.000697	-0.012088	-0.000021	3.173282	0.289806	-0.892913	
48833	27.56	-9.772584	0.365488	0.466577	0.004111	-0.027204	-0.002749	3.173211	0.288863	-0.894417	
48834	27.56	-9.845886	0.388760	0.623635	-0.006280	-0.008579	0.003373	3.173870	0.288954	-0.893497	
48835	27.56	-9.792468	0.383743	0.631105	0.004085	-0.005081	0.007905	3.174441	0.288379	-0.894578	
48836	27.56	-9.755708	0.389294	0.515018	-0.006135	0.002243	-0.012097	3.175139	0.290729	-0.893271	
48837	27.56	-9.782070	0.370918	0.384215	0.004168	-0.014739	-0.004323	3.172674	0.289272	-0.892462	
48838	27.56	-9.726097	0.361376	0.345701	0.008503	-0.000567	0.002836	3.175829	0.289137	-0.894224	
48839	27.56	-9.723769	0.361119	0.382027	-0.003631	-0.009409	0.001657	3.173666	0.289797	-0.892636	
48840	27.56	-9.835797	0.350999	0.485739	-0.006201	-0.006717	-0.005264	3.174718	0.288093	-0.893812	
48841	27.56	-9.767990	0.379316	0.563412	0.001564	-0.006750	-0.003417	3.175038	0.289038	-0.892291	
48842	27.56	-9.840751	0.391853	0.524384	0.013717	-0.000552	-0.007449	3.174169	0.288773	-0.892231	
48843	27.56	-9.787126	0.384937	0.456804	-0.001913	-0.011204	-0.000053	3.174917	0.286859	-0.891688	
48844	27.56	-9.709274	0.363301	0.411129	-0.002712	0.007493	0.000139	3.174869	0.289215	-0.893423	
48845	27.56	-9.694595	0.353860	0.372463	-0.017473	-0.004933	0.004936	3.175947	0.289017	-0.894341	
48846	27.56	-9.840363	0.342075	0.379210	0.005077	0.001246	-0.004108	3.176049	0.290949	-0.892333	
48847	27.56	-9.774942	0.380171	0.442331	0.006841	-0.000468	-0.011905	3.174239	0.289986	-0.893838	
48848	27.56	-9.792208	0.398889	0.539077	-0.000222	-0.014796	0.002528	3.175236	0.290506	-0.893888	
48849	27.56	-9.860301	0.403691	0.567870	0.006761	-0.012086	-0.008565	3.173762	0.284585	-0.892032	
48850	27.56	-9.709513	0.398955	0.500645	-0.003594	0.001283	-0.002548	3.176075	0.290294	-0.894574	
48851	27.56	-9.709232	0.346490	0.394212	-0.001846	0.006603	0.000141	3.173264	0.288036	-0.892923	
48852	27.56	-9.806262	0.342226	0.345440	-0.005340	-0.000536	0.002619	3.174910	0.288658	-0.892302	
48853	27.56	-9.748159	0.363346	0.418249	-0.008805	-0.012027	-0.003653	3.173064	0.288873	-0.891938	
48854	27.56	-9.724096	0.365135	0.500652	-0.003645	-0.009414	0.000785	3.171731	0.291265	-0.894762	
48855	27.56	-9.801822	0.382253	0.500334	-0.003600	-0.014680	-0.010515	3.173899	0.290202	-0.893115	
48856	27.56	-9.792097	0.411248	0.500318	0.003309	0.008308	0.002869	3.173577	0.289756	-0.891772	
48857	27.56	-9.777502	0.365349	0.488349	-0.003654	-0.006780	0.003427	3.174507	0.288816	-0.893078	
48858	27.56	-9.796826	0.346336	0.447153	0.005033	-0.007653	-0.002496	3.175262	0.289580	-0.893019	
48859	27.56	-9.726444	0.370178	0.471581	0.005044	-0.005854	-0.003354	3.173576	0.287710	-0.891284	
48860	27.56	-9.757989	0.367921	0.459363	0.008473	-0.000600	0.004568	3.175367	0.290628	-0.893753	
48861	27.56	-9.796796	0.382660	0.439825	-0.003587	-0.006700	-0.006953	3.175412	0.289553	-0.892386	
48862	27.56	-9.728795	0.409044	0.447291	-0.001924	-0.007667	0.004310	3.176724	0.289886	-0.893782	
48863	27.56	-9.748260	0.387260	0.456943	0.003243	-0.009489	0.006973	3.175573	0.288503	-0.894246	
48864	27.56	-9.818705	0.380177	0.456696	0.015403	-0.002391	0.001215	3.174100	0.288594	-0.893855	
48865	27.56	-9.767727	0.360640	0.466604	-0.001829	-0.006660	-0.012131	3.174634	0.290093	-0.893311	
48866	27.56	-9.748226	0.365596	0.442456	-0.000163	-0.004093	0.000916	3.174914	0.289549	-0.892422	
48867	27.56	-9.738503	0.389755	0.442448	-0.005316	-0.000483	-0.003455	3.175489	0.287944	-0.893135	
48868	27.56	-9.735997	0.375441	0.413430	0.004225	-0.003140	-0.008524	3.172940	0.289383	-0.892069	
48869	27.56	-9.689776	0.380332	0.389381	-0.003587	-0.008459	-0.005263	3.174699	0.288869	-0.891445	
48870	27.56	-9.801598	0.390060	0.420425	0.006740	-0.009464	0.000985	3.174044	0.289283	-0.892362	
48871	27.56	-9.835778	0.348631	0.478480	-0.012287	-0.014708	-0.003730	3.173319	0.289381	-0.891917	
48872	27.56	-9.801982	0.384269	0.558436	-0.007170	-0.005952	0.011176	3.175313	0.290035	-0.891893	
48873	27.56	-9.802036	0.384135	0.577805	-0.007094	-0.001421	-0.000027	3.174607	0.289086	-0.890704	
48874	27.56	-9.758140	0.379627	0.515027	-0.005298	0.008402	-0.004216	3.175785	0.290452	-0.892603	
48875	27.56	-9.709216	0.380363	0.391730	0.003348	-0.005809	-0.006843	3.174168	0.289158	-0.892354	
48876	27.56	-9.709010	0.371209	0.316694	-0.001875	-0.005843	0.000866	3.174635	0.289196	-0.893066	
48877	27.56	-9.735826	0.363785	0.350503	0.001554	-0.015638	-0.000057	3.174974	0.289751	-0.894035	
48878	27.56	-9.811398	0.356044	0.447082	0.011849	-0.014902	0.011392	3.174859	0.289738	-0.893794	
48879	27.56	-9.772882	0.379244	0.575500	-0.010579	-0.004095	0.003339	3.175247	0.289086	-0.893271	
48880	27.56	-9.770499	0.381539	0.592452	-0.008883	-0.016542	0.002351	3.173463	0.290141	-0.894641	
48881	27.56	-9.797001	0.391813	0.514861	-0.003676	-0.001494	0.008693	3.175233	0.289741	-0.893767	
48882	27.56	-9.760352	0.385005	0.437534	0.005143	0.011981	-0.010920	3.175681	0.287883	-0.894490	
48883	27.56	-9.694566	0.337016	0.360388	-0.015774	-0.009409	0.008372	3.174770	0.289186	-0.892808	
48884	27.56	-9.745589	0.390275	0.369788	-0.000167	-0.009420	0.000860	3.174036	0.289421	-0.892611	
48885	27.56	-9.840563	0.346409	0.451834	0.006660	-0.015772	0.010433	3.172068	0.288353	-0.891888	
48886	27.56	-9.748457	0.403685	0.529545	0.008517	-0.005845	-0.007618	3.175262	0.289580	-0.893019	
48887	27.56	-9.826147	0.403976	0.514732	0.008479	-0.002368	0.000235	3.172829	0.289239	-0.891704	
48888	27.56	-9.835800	0.389658	0.490511	-0.005320	0.011900	0.001042	3.174027	0.289559	-0.892860	
48889	27.56	-9.689924	0.379963	0.442645	-0.001815	-0.001318	-0.010347	3.175063	0.287986	-0.891423	
48890	27.56	-9.689715	0.361153	0.365205	0.001573	-0.000548	0.004442	3.173846	0.289224	-0.891132	
48891	27.56	-9.840321	0.347012	0.364675	-0.000131	-0.007617	-0.005166	3.174826	0.288611	-0.891313	
48892	27.56	-9.782323	0.379954	0.476199	0.003324	-0.005842	-0.005966	3.173135	0.289815	-0.890434	
48893	27.56	-9.685288	0.401146	0.524941	0.000723	0.003036	-0.000729	3.175538	0.287249	-0.891765	
48894	27.56	-9.855341	0.387019	0.529181	-0.003669	0.001163	0.007871	3.174934	0.289526	-0.891923	
48895	27.56	-9.792065	0.384748	0.485839	-0.001974	-0.013053	0.008583	3.173429	0.287991	-0.891915	
48896	27.56	-9.704437	0.360820	0.418415	0.004191	-0.004951	-0.003361	3.174862	0.288697	-0.890438	
48897	27.56	-9.786929	0.346764	0.381820	-0.005373	0.002085	0.008706	3.172059	0.289514	-0.892381	
48898	27.56	-9.796806	0.370552	0.442268	0.011907	-0.002425	0.008078	3.176043	0.290316	-0.892336	
48899	27.56	-9.714349	0.382106	0.490973	0.010200	0.001173	0.005475	3.173526	0.288279	-0.892654	
48900	27.56	-9.801848	0.360438	0.507637	-0.005366	-0.007636	-0.000938	3.174524	0.289834	-0.895934	
48901	27.56	-9.874838	0.372406	0.550926	0.004161	0.004739	0.001117	3.173973	0.288454	-0.890878	
48902	27.56	-9.758091	0.360415	0.495693	-0.006974	0.008478	-0.012905	3.172716	0.288329	-0.891219	
48903	27.56	-9.777363	0.360865	0.437515	-0.000169	-0.007649	0.000013	3.173706	0.289240	-0.891516	
48904	27.56	-9.791937	0.360900	0.437461	-0.016605	-0.008482	-0.000269	3.173561	0.289262	-0.892024	
48905	27.56	-9.706893	0.360759	0.428090	-0.005339	0.003918	0.003514	3.174192	0.287594	-0.891364	
48906	27.56	-9.786981	0.375632	0.403557	-0.012339	-0.014777	0.007524	3.172712	0.289485	-0.891587	
48907	27.56	-9.784565	0.375593	0.408409	-0.000119	-0.002274	-0.005112	3.172679	0.288755	-0.892215	
48908	27.56	-9.719177	0.391858	0.481253	0.008435	-0.009496	0.006187	3.174634	0.289581	-0.893189	
48909	27.56	-9.806673	0.382281	0.497895	-0.005296	-0.006661	-0.012178	3.174435	0.289907	-0.892082	
48910	27.56	-9.811491	0.360646	0.480969	-0.010506	0.004842	-0.002603	3.177115	0.289101	-0.893135	
48911	27.56	-9.787244	0.394308	0.500366	0.001636	-0.009322	-0.015560	3.175425	0.289794	-0.892135	
48912	27.56	-9.728840	0.365432	0.459475	0.011051	-0.008596	0.003643	3.175538	0.289169	-0.892254	
48913	27.56	-9.757965	0.355897	0.449701	0.004977	-0.008607	0.007010	3.175437	0.289524	-0.891762	
48914	27.56	-9.743348	0.365635	0.435210	0.008549	-0.007584	-0.011104	3.175223	0.287947	-0.890540	
48915	27.56	-9.767563	0.370715	0.408480	0.003321	-0.009394	-0.005144	3.176141	0.288300	-0.892463	
48916	27.56	-9.774966	0.365611	0.449620	0.005054	-0.000536	-0.002412	3.174938	0.289394	-0.891799	
48917	27.56	-9.745943	0.372477	0.495716	0.006725	0.000275	0.007143	3.174797	0.289283	-0.892183	
48918	27.56	-9.872347	0.374969	0.529140	-0.000149	0.011855	0.002864	3.175693	0.288239	-0.891251	
48919	27.56	-9.792149	0.370037	0.514918	-0.008811	-0.000517	-0.000046	3.173965	0.288207	-0.891004	
48920	27.56	-9.690013	0.399075	0.476505	-0.000206	-0.004137	0.007833	3.175460	0.289242	-0.891139	
48921	27.56	-9.733464	0.363611	0.374723	-0.013099	0.001311	-0.000968	3.173606	0.289084	-0.890901	
48922	27.56	-9.764931	0.351882	0.333470	-0.007121	-0.016534	0.004122	3.175037	0.290446	-0.892658	
48923	27.56	-9.738390	0.361037	0.398921	0.001565	-0.005877	0.001789	3.175513	0.290732	-0.893244	
48924	27.56	-9.874727	0.384765	0.512166	-0.000228	-0.005964	0.007848	3.173176	0.280075	-0.893092	
48925	27.56	-9.794832	0.374243	0.606902	0.000642	-0.014792	0.000803	3.175379	0.281402	-0.891182	
48926	27.56	-9.734006	0.393675	0.573196	-0.007087	0.004798	0.002632	3.175687	0.278026	-0.891923	
48927	27.56	-9.772582	0.372743	0.466564	0.005031	-0.002336	0.000163	3.177794	0.286100	-0.890984	
48928	27.56	-9.796560	0.361498	0.352705	0.020636	0.006496	0.001407	3.175140	0.288027	-0.889550	
48929	27.56	-9.709096	0.354080	0.345777	0.001628	0.002177	-0.003314	3.176420	0.289164	-0.891941	
48930	27.56	-9.796739	0.370719	0.418057	-0.000172	-0.000574	0.004435	3.176024	0.290466	-0.892835	
48931	27.56	-9.811629	0.391715	0.534176	0.008518	-0.005854	-0.008472	3.175376	0.288058	-0.892893	
48932	27.56	-9.777643	0.413329	0.543947	0.005023	-0.005882	-0.002474	3.175962	0.288603	-0.890856	
48933	27.56	-9.816369	0.382355	0.490596	0.001582	0.007428	0.001965	3.174490	0.288309	-0.890343	
48934	27.56	-9.811416	0.387414	0.456710	0.012015	-0.002283	-0.010965	3.175651	0.289566	-0.892617	
48935	27.56	-9.689865	0.351112	0.418486	-0.001823	-0.005760	-0.010404	3.174034	0.288897	-0.889502	
